species,country,year,variety,colour,processing_method,aroma,flavour,aftertaste,acidity,body,balance,uniformity,sweetness,moisture
Arabica,Nicaragua,2015,Caturra,Bluish-Green,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,0.12
Arabica,Brazil,2015,Catuai,,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,0.0
Arabica,Costa Rica,2014,Caturra,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,0.0
Arabica,Ethiopia,2014,Gesha,Green,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,0.1
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,0.13
Arabica,Colombia,2014,Other,Green,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,0.12
Arabica,Guatemala,2013,,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,0.11
Arabica,Kenya,2013,SL28,Green,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,0.08
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,0.11
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,0.11
Arabica,El Salvador,2013,Bourbon,Bluish-Green,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,0.11
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,0.0
Arabica,Guatemala,2012,Catuai,Bluish-Green,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,0.11
Arabica,Uganda,2012,Other,Green,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,0.11
Arabica,Indonesia,2017,Mandheling,Bluish-Green,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,0.12
Arabica,Colombia,2017,Caturra,Green,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,0.0
Arabica,Taiwan,2016,Typica,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,0.1
Arabica,Guatemala,2016,Bourbon,Green,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,0.1
Arabica,Colombia,2014,Caturra,,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,0.0
Arabica,Guatemala,2014,Bourbon,Bluish-Green,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,0.1
Arabica,United States,2012,Hawaiian Kona,Green,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,0.11
Arabica,Ethiopia,2012,Other,,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,8.67,0.09
Arabica,Costa Rica,2017,,None,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,0.08
Arabica,Ethiopia,2017,Gesha,Green,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,0.11
Arabica,Honduras,2017,Caturra,Green,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,0.1
Arabica,Guatemala,2015,Caturra,Green,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,0.12
Arabica,Colombia,2014,Other,Green,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,0.11
Arabica,Guatemala,2014,Bourbon,Green,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,0.1
Arabica,Guatemala,2014,Bourbon,Green,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,0.1
Arabica,Colombia,2014,,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,0.12
Arabica,Colombia,2014,Caturra,Green,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,0.12
Arabica,Colombia,2014,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,0.12
Arabica,Ethiopia,2013,Other,Green,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,0.09
Arabica,Brazil,2013,Yellow Bourbon,Green,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,0.1
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,0.11
Arabica,Kenya,2012,SL34,Green,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,0.0
Arabica,Thailand,2012,Other,Green,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,9.33,0.12
Arabica,Kenya,2012,SL28,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,0.0
Arabica,Uganda,2012,Other,Green,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,0.1
Arabica,Thailand,2011,,,,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,0.06
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,0.0
Arabica,Mexico,2017,Mundo Novo,Green,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,0.11
Arabica,Thailand,2015,Catimor,Bluish-Green,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,0.1
Arabica,Brazil,2016,Bourbon,Green,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,0.11
Arabica,Taiwan,2015,Typica,Green,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,0.11
Arabica,Colombia,2016,,Green,,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,0.11
Arabica,Colombia,2016,,,,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,0.0
Arabica,Taiwan,2014,,Blue-Green,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,0.0
Arabica,Colombia,2015,,,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,0.0
Arabica,Colombia,2014,,None,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,0.0
Arabica,Colombia,2014,Caturra,Green,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,0.0
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,0.06
Arabica,Colombia,2014,Caturra,Green,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Blue-Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,0.0
Arabica,Colombia,2017,Caturra,Green,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,0.0
Arabica,Colombia,2016,Caturra,Green,,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,0.0
Arabica,Costa Rica,2015,Caturra,Blue-Green,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,0.0
Arabica,Guatemala,2016,Bourbon,Green,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,0.11
Arabica,Taiwan,2016,,,,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,0.0
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,0.0
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,0.0
Arabica,Ethiopia,2014,,Green,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,0.12
Arabica,Brazil,2014,Bourbon,Green,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,9.33,0.0
Arabica,Costa Rica,2013,Catuai,Green,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,0.1
Arabica,Guatemala,2014,Bourbon,Green,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,0.1
Arabica,Brazil,2013,Yellow Bourbon,Green,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,0.1
Arabica,Ecuador,2013,,Bluish-Green,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,0.09
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,0.11
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,0.1
Arabica,Mexico,2012,Pacas,,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,0.11
Arabica,Brazil,2011,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,0.12
Arabica,Thailand,2011,,,,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,0.02
Arabica,Thailand,2011,,,,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,0.01
Arabica,Ethiopia,2010,,,,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,0.1
Arabica,Kenya,,SL28,Green,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,0.11
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,0.11
Arabica,Colombia,2017,Caturra,Green,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,0.11
Arabica,Taiwan,2016,Typica,Green,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,0.0
Arabica,Colombia,2016,,Green,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,0.0
Arabica,China,2015,Catimor,Green,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,0.1
Arabica,Colombia,2015,Caturra,Green,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,0.0
Arabica,Uganda,2013,Bourbon,Green,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,0.12
Arabica,United States,2013,Other,Green,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,10.0,0.12
Arabica,Colombia,2014,Caturra,Green,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,0.0
Arabica,Colombia,2014,Other,Green,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,0.11
Arabica,United States,2013,Hawaiian Kona,Bluish-Green,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,0.0
Arabica,Mexico,2012,Caturra,None,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,0.13
Arabica,Guatemala,2012,Caturra,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,0.11
Arabica,Colombia,2011,,,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,0.1
Arabica,Colombia,2010,,,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,0.06
Arabica,United States,,,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,0.0
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,0.11
Arabica,Kenya,2017,SL28,Bluish-Green,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,0.11
Arabica,Honduras,2016,Caturra,Green,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,0.1
Arabica,Nicaragua,2016,Caturra,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,0.1
Arabica,Brazil,2016,Bourbon,Green,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,0.11
Arabica,Taiwan,2015,Caturra,Bluish-Green,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,0.1
Arabica,Costa Rica,,,Blue-Green,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,0.11
Arabica,Thailand,2014,,Bluish-Green,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,0.12
Arabica,Colombia,2014,Caturra,,Washed / Wet,7.5,7.75,7.5,7.75,7.67,7.67,10.0,10.0,0.11
Arabica,Guatemala,2014,Bourbon,Green,Washed / Wet,8.0,7.5,7.33,8.0,8.0,8.0,9.33,10.0,0.1
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.83,7.75,7.67,7.58,7.58,7.67,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.67,7.67,7.67,7.67,7.33,7.75,10.0,10.0,0.0
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.67,7.67,7.42,7.67,8.0,7.75,10.0,10.0,0.12
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.83,7.67,7.33,7.67,7.67,7.83,10.0,10.0,0.11
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.83,7.17,7.75,10.0,10.0,0.11
Arabica,Guatemala,2012,Caturra,Green,Natural / Dry,8.17,8.17,7.83,7.67,8.08,7.75,9.33,9.33,0.11
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.67,8.17,7.5,7.42,7.58,7.83,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.5,7.5,7.33,7.83,8.25,10.0,10.0,0.12
Arabica,Indonesia,2012,Typica,Green,Washed / Wet,8.17,7.67,7.58,7.58,7.42,7.67,10.0,10.0,0.12
Arabica,Guatemala,2012,Caturra,Green,Washed / Wet,7.67,7.5,7.33,8.0,7.67,7.67,10.0,10.0,0.1
Arabica,United States,,,,,7.75,8.0,7.92,8.08,7.75,8.0,9.33,9.33,0.0
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.58,7.67,7.58,7.58,7.67,7.58,10.0,10.0,0.11
Arabica,Guatemala,2016,Caturra,Green,Washed / Wet,7.75,7.75,7.5,7.83,7.58,7.58,10.0,10.0,0.11
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.67,7.58,10.0,10.0,0.11
Arabica,China,2015,Catimor,Green,Washed / Wet,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,0.1
Arabica,Colombia,2015,Caturra,Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.58,10.0,10.0,0.12
Arabica,Mexico,2014,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.58,7.5,7.67,10.0,10.0,0.12
Arabica,Ethiopia,2014,Other,,Washed / Wet,7.75,7.67,7.58,7.67,7.5,7.67,10.0,10.0,0.0
Arabica,Uganda,2013,SL14,Green,Washed / Wet,7.67,7.67,7.42,7.75,7.75,7.67,10.0,10.0,0.12
Arabica,Colombia,2014,Caturra,Green,Natural / Dry,7.67,7.58,7.67,7.67,7.67,7.67,10.0,10.0,0.0
Arabica,Colombia,2014,Caturra,Green,Washed / Wet,7.67,7.58,7.67,7.58,7.67,7.75,10.0,10.0,0.12
Arabica,Colombia,2014,Caturra,,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.83,10.0,10.0,0.0
Arabica,Taiwan,2013,Typica,Green,Other,7.75,7.75,7.75,7.75,7.5,7.58,10.0,10.0,0.11
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.75,7.58,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,,Washed / Wet,7.83,7.67,7.58,7.58,7.67,7.58,10.0,10.0,0.12
Arabica,Colombia,2012,Caturra,Green,Natural / Dry,7.67,7.58,7.58,7.58,7.67,7.75,10.0,10.0,0.11
Arabica,Brazil,2012,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.83,7.75,7.5,7.75,7.5,7.58,10.0,10.0,0.12
Arabica,Colombia,2016,Caturra,Bluish-Green,Washed / Wet,7.75,7.58,7.58,7.75,7.75,7.5,10.0,10.0,0.0
Arabica,Taiwan,2016,,Blue-Green,,7.58,7.58,7.17,7.17,7.0,7.0,10.0,10.0,0.11
Arabica,Costa Rica,2015,Caturra,Blue-Green,Washed / Wet,7.92,7.42,7.5,7.67,7.5,7.67,10.0,10.0,0.0
Arabica,Colombia,2016,Caturra,Green,Natural / Dry,7.75,7.58,7.58,7.5,7.75,7.75,10.0,10.0,0.0
Arabica,Guatemala,2016,Bourbon,Bluish-Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.58,10.0,10.0,0.1
Arabica,Colombia,2015,Caturra,Green,Washed / Wet,7.58,7.58,7.58,7.58,7.75,7.67,10.0,10.0,0.12
Arabica,Tanzania,2015,Ruiru 11,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.67,7.58,10.0,10.0,0.13
Arabica,Indonesia,2015,Sumatra,Bluish-Green,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,7.83,7.58,10.0,10.0,0.13
Arabica,Ethiopia,2014,,,Natural / Dry,7.67,7.75,7.5,7.58,7.75,7.67,10.0,10.0,0.1
Arabica,Colombia,2014,,,Washed / Wet,7.67,7.42,7.67,7.83,7.58,7.67,10.0,10.0,0.0
Arabica,Colombia,2014,Caturra,Green,Washed / Wet,8.0,7.58,7.25,7.58,7.92,7.58,10.0,10.0,0.11
Arabica,Guatemala,2013,Caturra,Green,Washed / Wet,7.58,7.75,7.5,7.83,7.42,7.67,10.0,10.0,0.1
Arabica,Colombia,2014,Caturra,,Washed / Wet,7.75,7.58,7.33,7.5,7.83,7.83,10.0,10.0,0.0
Arabica,Honduras,2014,Caturra,Green,Natural / Dry,7.67,7.5,7.67,7.5,7.67,7.67,10.0,10.0,0.1
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.58,7.75,7.42,7.67,7.75,7.67,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.58,7.67,7.58,7.75,7.58,7.75,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Natural / Dry,7.83,7.58,7.25,7.5,7.5,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,7.58,7.5,10.0,10.0,0.11
Arabica,Mexico,2012,Pacamara,Green,Washed / Wet,7.75,7.67,7.67,7.75,7.33,7.5,10.0,10.0,0.12
Arabica,Guatemala,2012,Caturra,Green,Washed / Wet,7.83,7.5,7.5,8.0,7.67,7.5,10.0,10.0,0.1
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.67,7.67,7.67,10.0,10.0,0.11
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.5,7.5,7.75,7.5,8.0,7.67,10.0,10.0,0.0
Arabica,United States,,,,,7.5,7.67,7.58,7.92,7.58,7.67,10.0,10.0,0.01
Arabica,Indonesia,2010,,,,7.83,7.58,7.58,7.58,7.75,7.58,10.0,10.0,0.0
Arabica,Colombia,2017,Caturra,Green,Washed / Wet,7.5,7.58,7.58,7.5,7.75,7.83,10.0,10.0,0.0
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.67,7.75,7.5,7.58,7.58,7.67,10.0,10.0,0.1
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.67,7.67,7.58,10.0,10.0,0.11
Arabica,Costa Rica,2016,Caturra,Blue-Green,Washed / Wet,7.58,7.5,7.42,7.92,7.5,7.67,10.0,10.0,0.09
Arabica,Taiwan,2015,,Blue-Green,,7.67,7.67,7.0,7.08,7.0,7.0,10.0,10.0,0.11
Arabica,Uganda,2015,SL14,Green,Washed / Wet,7.58,7.75,7.33,7.75,7.67,7.58,10.0,10.0,0.11
Arabica,Thailand,2015,Catimor,Bluish-Green,Washed / Wet,7.5,7.58,7.75,7.5,7.75,7.67,10.0,10.0,0.13
Arabica,El Salvador,2016,Bourbon,,Washed / Wet,7.58,7.5,7.75,7.58,7.75,7.67,10.0,10.0,0.11
Arabica,Colombia,2015,Caturra,Green,Natural / Dry,7.58,7.67,7.58,7.67,7.58,7.67,10.0,10.0,0.12
Arabica,Brazil,2014,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,7.42,7.83,10.0,10.0,0.12
Arabica,Tanzania,2014,Bourbon,Green,Washed / Wet,7.75,7.67,7.58,7.67,7.58,7.58,10.0,10.0,0.13
Arabica,Colombia,2014,Caturra,Green,Washed / Wet,7.58,7.58,7.25,7.75,7.75,8.58,9.33,10.0,0.12
Arabica,Guatemala,2013,Bourbon,Green,Natural / Dry,7.75,7.83,7.33,7.83,7.5,7.67,10.0,10.0,0.1
Arabica,Guatemala,2014,Caturra,Green,Washed / Wet,7.67,7.75,7.5,7.83,7.58,7.5,10.0,10.0,0.1
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.67,7.5,7.75,7.42,7.75,7.75,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Green,Natural / Dry,7.42,7.75,7.67,7.58,7.67,7.67,10.0,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.5,7.75,7.58,7.5,7.67,7.75,10.0,10.0,0.11
Arabica,Colombia,,,,,7.58,7.58,7.58,7.67,7.75,7.67,10.0,10.0,0.1
Arabica,United States,2010,,,,7.5,7.92,7.42,7.67,7.83,7.58,10.0,10.0,0.01
Arabica,Thailand,,Peaberry,,,7.58,7.25,7.5,7.92,7.92,7.42,10.0,10.0,0.11
Arabica,Mexico,,,,,7.25,7.88,7.38,7.63,7.5,8.75,9.0,10.0,0.09
Arabica,Colombia,2016,Caturra,,Washed / Wet,7.75,7.5,7.75,7.58,7.58,7.58,10.0,10.0,0.0
Arabica,Colombia,2016,Caturra,Blue-Green,Washed / Wet,7.67,7.58,7.58,7.42,7.67,7.75,10.0,10.0,0.0
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.83,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.0
Arabica,Brazil,2015,Catuai,Green,Semi-washed / Semi-pulped,7.5,7.83,7.33,7.58,7.58,7.92,10.0,10.0,0.1
Arabica,Mexico,2014,Caturra,Green,Washed / Wet,7.75,7.75,7.5,7.67,7.5,7.58,10.0,10.0,0.12
Arabica,Colombia,2015,Caturra,Green,Washed / Wet,7.67,7.75,7.42,7.83,7.83,7.42,10.0,10.0,0.11
Arabica,Tanzania,2014,Other,Green,Semi-washed / Semi-pulped,7.75,7.58,7.67,7.58,7.58,7.58,10.0,10.0,0.12
Arabica,Mexico,2013,Other,Green,Washed / Wet,7.67,7.67,7.58,7.67,7.5,7.58,10.0,10.0,0.12
Arabica,Costa Rica,2014,Caturra,Green,Washed / Wet,7.67,7.67,7.42,7.67,7.67,7.67,10.0,10.0,0.12
Arabica,United States,2014,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.58,7.83,7.67,7.92,8.0,9.33,9.33,0.11
Arabica,Costa Rica,2013,Catuai,Green,Washed / Wet,7.5,7.67,7.67,7.5,7.83,7.17,10.0,10.0,0.11
Arabica,Peru,2013,,Green,Washed / Wet,7.83,7.75,7.58,7.83,7.92,7.58,9.33,10.0,0.12
Arabica,Haiti,2012,Typica,Green,Washed / Wet,7.58,7.5,7.67,7.5,7.83,7.42,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Green,Natural / Dry,7.67,7.67,7.5,7.67,7.92,7.42,10.0,10.0,0.11
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.83,7.67,7.17,7.67,7.67,7.67,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Bluish-Green,Natural / Dry,7.92,7.5,7.58,7.83,7.67,7.67,9.33,10.0,0.1
Arabica,Burundi,2012,Bourbon,,Washed / Wet,7.75,7.67,7.33,7.5,7.5,7.75,10.0,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.5,7.67,7.67,7.58,7.67,7.58,10.0,10.0,0.0
Arabica,United States,,,,,8.08,7.83,7.83,7.75,7.67,7.58,9.33,9.33,0.01
Arabica,United States,,,,,7.58,7.67,7.58,7.5,7.83,7.67,10.0,10.0,0.0
Arabica,Mexico,2017,Typica,Blue-Green,Washed / Wet,7.67,7.83,7.42,7.83,7.33,7.5,10.0,10.0,0.11
Arabica,Costa Rica,2016,Catuai,Green,Pulped natural / honey,7.5,7.5,7.83,7.5,7.67,7.67,10.0,10.0,0.11
Arabica,Costa Rica,2015,,,Washed / Wet,7.83,7.5,7.42,7.67,7.5,7.67,10.0,10.0,0.11
Arabica,Guatemala,2016,Pacas,Green,Washed / Wet,7.5,7.58,7.42,7.83,7.67,7.58,10.0,10.0,0.11
Arabica,Uganda,2015,SL14,Green,Washed / Wet,7.5,7.67,7.67,7.42,7.67,7.67,10.0,10.0,0.12
Arabica,Brazil,2016,,Green,,7.58,7.67,7.42,7.5,7.67,7.42,10.0,10.0,0.12
Arabica,Colombia,2015,Caturra,Green,Natural / Dry,7.58,7.67,7.67,7.17,7.75,7.83,10.0,10.0,0.0
Arabica,Mexico,2015,Typica,Bluish-Green,Natural / Dry,7.83,7.75,7.5,7.58,7.58,7.58,10.0,10.0,0.12
Arabica,Taiwan,2015,Bourbon,Blue-Green,Washed / Wet,7.67,7.5,7.5,7.5,7.67,7.83,10.0,10.0,0.1
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,7.92,7.83,7.75,7.58,7.5,7.33,10.0,10.0,0.1
Arabica,Colombia,2014,Caturra,Green,Natural / Dry,7.58,7.58,7.5,7.58,7.58,7.75,10.0,10.0,0.0
Arabica,Guatemala,2014,Caturra,Green,Washed / Wet,7.5,7.67,7.58,7.67,7.67,7.5,10.0,10.0,0.1
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.83,7.5,7.67,7.33,7.67,7.67,10.0,10.0,0.11
Arabica,Mexico,2013,Bourbon,Green,Washed / Wet,7.58,7.75,7.5,7.5,7.58,7.58,10.0,10.0,0.12
Arabica,United States,2012,Hawaiian Kona,Bluish-Green,Natural / Dry,7.58,7.75,7.83,8.0,8.08,7.67,9.33,9.33,0.11
Arabica,Mexico,2012,Mundo Novo,Green,Washed / Wet,7.75,7.58,7.58,7.58,7.5,7.58,10.0,10.0,0.13
